name,passed,detail
SACCT-27-COMPLETED-0:0,True,
FROZEN-SOURCE-HASHES,True,
MANIFEST-26-TENSORS,True,
MANIFEST-9274532-PARAMETERS,True,
MANIFEST-CARRIER-23,True,
MANIFEST-k13,True,
MANIFEST-k16,True,
MANIFEST-k19,True,
MANIFEST-k20,True,
MANIFEST-k21,True,
MANIFEST-k22,True,
MANIFEST-k23,True,
SUBMISSION-PROVENANCE,True,
PROVENANCE-HF-HASH,True,
PROVENANCE-NETWORK-HASH,True,
TRANSFER-HASH:cvk1-k01-s55-5004252.out,True,
ONE-ARGS-ONE-ENV:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
ARGS-TOKEN:cvk1-k01-s55-5004252.out,True,
NO-DUPLICATE-FLAGS:cvk1-k01-s55-5004252.out,True,
DESIGN-NAME:cvk1-k01-s55-5004252.out,True,
ALL-ARGS-MATCH:cvk1-k01-s55-5004252.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k01-s55-5004252.out,True,
NO-PROBE-TENSOR:cvk1-k01-s55-5004252.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k01-s55-5004252.out,True,
RUN-DONE-ONCE:cvk1-k01-s55-5004252.out,True,
NO-FAILURE-MARKERS:cvk1-k01-s55-5004252.out,True,
TRANSFER-HASH:cvk1-kL-s55-5004253.out,True,
ONE-ARGS-ONE-ENV:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
ARGS-TOKEN:cvk1-kL-s55-5004253.out,True,
NO-DUPLICATE-FLAGS:cvk1-kL-s55-5004253.out,True,
DESIGN-NAME:cvk1-kL-s55-5004253.out,True,
ALL-ARGS-MATCH:cvk1-kL-s55-5004253.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-kL-s55-5004253.out,True,
NO-PROBE-TENSOR:cvk1-kL-s55-5004253.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-kL-s55-5004253.out,True,
RUN-DONE-ONCE:cvk1-kL-s55-5004253.out,True,
NO-FAILURE-MARKERS:cvk1-kL-s55-5004253.out,True,
TRANSFER-HASH:cvk1-k13-s55-5004254.out,True,
ONE-ARGS-ONE-ENV:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
ARGS-TOKEN:cvk1-k13-s55-5004254.out,True,
NO-DUPLICATE-FLAGS:cvk1-k13-s55-5004254.out,True,
DESIGN-NAME:cvk1-k13-s55-5004254.out,True,
ALL-ARGS-MATCH:cvk1-k13-s55-5004254.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k13-s55-5004254.out,True,
NO-PROBE-TENSOR:cvk1-k13-s55-5004254.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k13-s55-5004254.out,True,
RUN-DONE-ONCE:cvk1-k13-s55-5004254.out,True,
NO-FAILURE-MARKERS:cvk1-k13-s55-5004254.out,True,
TRANSFER-HASH:cvk1-k16-s55-5004255.out,True,
ONE-ARGS-ONE-ENV:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
ARGS-TOKEN:cvk1-k16-s55-5004255.out,True,
NO-DUPLICATE-FLAGS:cvk1-k16-s55-5004255.out,True,
DESIGN-NAME:cvk1-k16-s55-5004255.out,True,
ALL-ARGS-MATCH:cvk1-k16-s55-5004255.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k16-s55-5004255.out,True,
NO-PROBE-TENSOR:cvk1-k16-s55-5004255.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k16-s55-5004255.out,True,
RUN-DONE-ONCE:cvk1-k16-s55-5004255.out,True,
NO-FAILURE-MARKERS:cvk1-k16-s55-5004255.out,True,
TRANSFER-HASH:cvk1-k19-s55-5004256.out,True,
ONE-ARGS-ONE-ENV:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
ARGS-TOKEN:cvk1-k19-s55-5004256.out,True,
NO-DUPLICATE-FLAGS:cvk1-k19-s55-5004256.out,True,
DESIGN-NAME:cvk1-k19-s55-5004256.out,True,
ALL-ARGS-MATCH:cvk1-k19-s55-5004256.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k19-s55-5004256.out,True,
NO-PROBE-TENSOR:cvk1-k19-s55-5004256.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k19-s55-5004256.out,True,
RUN-DONE-ONCE:cvk1-k19-s55-5004256.out,True,
NO-FAILURE-MARKERS:cvk1-k19-s55-5004256.out,True,
TRANSFER-HASH:cvk1-k20-s55-5004257.out,True,
ONE-ARGS-ONE-ENV:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
ARGS-TOKEN:cvk1-k20-s55-5004257.out,True,
NO-DUPLICATE-FLAGS:cvk1-k20-s55-5004257.out,True,
DESIGN-NAME:cvk1-k20-s55-5004257.out,True,
ALL-ARGS-MATCH:cvk1-k20-s55-5004257.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k20-s55-5004257.out,True,
NO-PROBE-TENSOR:cvk1-k20-s55-5004257.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k20-s55-5004257.out,True,
RUN-DONE-ONCE:cvk1-k20-s55-5004257.out,True,
NO-FAILURE-MARKERS:cvk1-k20-s55-5004257.out,True,
TRANSFER-HASH:cvk1-k21-s55-5004258.out,True,
ONE-ARGS-ONE-ENV:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
ARGS-TOKEN:cvk1-k21-s55-5004258.out,True,
NO-DUPLICATE-FLAGS:cvk1-k21-s55-5004258.out,True,
DESIGN-NAME:cvk1-k21-s55-5004258.out,True,
ALL-ARGS-MATCH:cvk1-k21-s55-5004258.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k21-s55-5004258.out,True,
NO-PROBE-TENSOR:cvk1-k21-s55-5004258.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k21-s55-5004258.out,True,
RUN-DONE-ONCE:cvk1-k21-s55-5004258.out,True,
NO-FAILURE-MARKERS:cvk1-k21-s55-5004258.out,True,
TRANSFER-HASH:cvk1-k22-s55-5004259.out,True,
ONE-ARGS-ONE-ENV:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
