panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
original_proposal_and_joint_tuning,OCC-676cadaebaf3351b,g4m-r0-m1e2,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/0,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,CELL-13e73b60c0aa10a7,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-2,1e-6,1,1,-15:-2.3026,additive,na,0,100,80,100,20,100,True,3,90.83433333333333,0.22311506747267076,0.12881554426560798,90.679,91.09,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""g4m-r0-m1e2""]","[""original_proposal_and_joint_tuning""]","[""OCC-676cadaebaf3351b""]","[""/panels/original_proposal_and_joint_tuning/g4m/cells/0""]","[""MEAS-a8a6053a70dc89f3"",""MEAS-b1c2f4a5cb2db6ef"",""MEAS-d114bf97c79df122""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
original_proposal_and_joint_tuning,OCC-320b29746795bd36,g4m-r0-m1e3,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/1,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,CELL-514ad37ce0860f5f,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,100,80,100,20,100,True,3,92.36533333333334,0.04913586605865099,0.028368605495827544,92.328,92.421,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""g4m-r0-m1e3""]","[""original_proposal_and_joint_tuning""]","[""OCC-320b29746795bd36"",""OCC-dd4f48ffb5d45da5""]","[""/panels/original_proposal_and_joint_tuning/g4m/cells/1"",""/panels/original_proposal_and_joint_tuning/g4m/optimized_r_envelope/0""]","[""MEAS-06300f89b347df17"",""MEAS-84850745cc28ea78"",""MEAS-c0eb65540d451782""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
original_proposal_and_joint_tuning,OCC-309c1bd313bde08f,g4m-r0-m1e4,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/2,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,CELL-5dd861c91539d468,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-4,1e-6,1,1,-15:-2.3026,additive,na,0,100,80,100,20,100,True,3,34.26,0.39486579998779375,0.22797587591672966,33.805,34.513,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""g4m-r0-m1e4""]","[""original_proposal_and_joint_tuning""]","[""OCC-309c1bd313bde08f""]","[""/panels/original_proposal_and_joint_tuning/g4m/cells/2""]","[""MEAS-1358a55c35a01d0a"",""MEAS-31156fce50a572ac"",""MEAS-8feda0ebc2ec539d""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
original_proposal_and_joint_tuning,OCC-72ca984507296d01,g4m-r0-m3e2,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/3,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,CELL-33b1c04dec8a067a,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-2,1e-6,1,1,-15:-2.3026,additive,na,0,100,80,100,20,100,True,3,90.29,0.4134573738609567,0.23870972609705912,89.908,90.729,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""g4m-r0-m3e2""]","[""original_proposal_and_joint_tuning""]","[""OCC-72ca984507296d01""]","[""/panels/original_proposal_and_joint_tuning/g4m/cells/3""]","[""MEAS-43153efc3fae343d"",""MEAS-7934e2723576583c"",""MEAS-f6310e2c29cc1520""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
original_proposal_and_joint_tuning,OCC-5bdf09bdc934bdc7,g4m-r0-m3e3,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/4,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,CELL-ae61a676500fffee,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-3,1e-6,1,1,-15:-2.3026,additive,na,0,100,80,100,20,100,True,3,91.59666666666666,0.13973307888017394,0.08067493070616365,91.514,91.758,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""g4m-r0-m3e3""]","[""original_proposal_and_joint_tuning""]","[""OCC-5bdf09bdc934bdc7""]","[""/panels/original_proposal_and_joint_tuning/g4m/cells/4""]","[""MEAS-c573ce9ae1984c5d"",""MEAS-e4f066407c303b68"",""MEAS-fef817e7f6e1d5e8""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
original_proposal_and_joint_tuning,OCC-957f5e6ce4c45614,g4m-r0-m3e4,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/5,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,CELL-bc21d348336e4bd0,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-4,1e-6,1,1,-15:-2.3026,additive,na,0,100,80,100,20,100,True,3,86.95833333333333,0.3305409707333332,0.19083791843109016,86.577,87.163,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""g4m-r0-m3e4""]","[""original_proposal_and_joint_tuning""]","[""OCC-957f5e6ce4c45614""]","[""/panels/original_proposal_and_joint_tuning/g4m/cells/5""]","[""MEAS-2f933c613883a77a"",""MEAS-9cc5ba845fa42815"",""MEAS-dce10f75f9400727""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
original_proposal_and_joint_tuning,OCC-f40839f37c3de14b,g4m-r006-m1e2,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/6,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,CELL-d638da4030f52a35,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-2,1e-6,1,1,-15:-2.3026,additive,na,0.06,100,80,100,20,100,True,3,90.93233333333333,0.11795903243641119,0.0681036791305098,90.824,91.058,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""g4m-r006-m1e2""]","[""original_proposal_and_joint_tuning""]","[""OCC-f40839f37c3de14b""]","[""/panels/original_proposal_and_joint_tuning/g4m/cells/6""]","[""MEAS-08b738e4e1ccc2e5"",""MEAS-6b35527cdc7df15e"",""MEAS-91ae45ffb2b589c1""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
original_proposal_and_joint_tuning,OCC-1f7f0c5379b8960b,g4m-r006-m1e3,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/7,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,CELL-04ba7240bdd573cc,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,100,80,100,20,100,True,3,93.23566666666666,0.02573583752927234,0.014858592725345858,93.206,93.252,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""g4m-r006-m1e3""]","[""original_proposal_and_joint_tuning""]","[""OCC-1f7f0c5379b8960b"",""OCC-abcb46b891abe63c""]","[""/panels/original_proposal_and_joint_tuning/g4m/cells/7"",""/panels/original_proposal_and_joint_tuning/g4m/optimized_r_envelope/1""]","[""MEAS-1df668a6c1cfea6d"",""MEAS-7575cd91e17d4cad"",""MEAS-b7469cde12563c64""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
original_proposal_and_joint_tuning,OCC-abb5b55386b9bc07,g4m-r006-m1e4,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/8,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,CELL-02824c63ab59bfe9,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-4,1e-6,1,1,-15:-2.3026,additive,na,0.06,100,80,100,20,100,True,3,34.68666666666667,0.4457547905893286,0.25735664833931415,34.172,34.95,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""g4m-r006-m1e4""]","[""original_proposal_and_joint_tuning""]","[""OCC-abb5b55386b9bc07""]","[""/panels/original_proposal_and_joint_tuning/g4m/cells/8""]","[""MEAS-1ea70ff3f4f20c62"",""MEAS-5ee5f2f5c09bc53c"",""MEAS-7133f2e56c8ff4a6""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
original_proposal_and_joint_tuning,OCC-71ef28d2183faca4,g4m-r006-m3e2,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/9,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,CELL-fe6622a895b82bed,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-2,1e-6,1,1,-15:-2.3026,additive,na,0.06,100,80,100,20,100,True,3,90.93166666666666,0.15307623373121468,0.08837860475125087,90.758,91.047,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""g4m-r006-m3e2""]","[""original_proposal_and_joint_tuning""]","[""OCC-71ef28d2183faca4""]","[""/panels/original_proposal_and_joint_tuning/g4m/cells/9""]","[""MEAS-5bcc7c495d7635a9"",""MEAS-93289a001a2dbd5f"",""MEAS-943d7a4e0b78ea52""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
