panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
initialization_startup,OCC-b00e26c4f11dc660,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|20,reported cell context,/panels/initialization_startup/short_confounded/0,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,CELL-5d2a45acb13712d3,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,20,15,20,5,20,True,1,87.254,,,87.254,87.254,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|20""]","[""initialization_startup""]","[""OCC-b00e26c4f11dc660""]","[""/panels/initialization_startup/short_confounded/0""]","[""MEAS-9b5953f926af247d""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
initialization_startup,OCC-8ffacc35047fd9b5,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/1,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,CELL-222e1868fd59e391,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,20,15,20,5,20,True,1,85.48,,,85.48,85.48,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|1.0|na|20""]","[""initialization_startup""]","[""OCC-8ffacc35047fd9b5""]","[""/panels/initialization_startup/short_confounded/1""]","[""MEAS-08f380b08624f79d""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
initialization_startup,OCC-905a3fc75a59fad6,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|20,reported cell context,/panels/initialization_startup/short_confounded/2,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,CELL-308b8580ffbcbc39,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,20,15,20,5,20,True,1,63.702000000000005,,,63.702000000000005,63.702000000000005,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|20""]","[""initialization_startup""]","[""OCC-905a3fc75a59fad6""]","[""/panels/initialization_startup/short_confounded/2""]","[""MEAS-c5ebd8a19c4e2584""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
initialization_startup,OCC-88ec88763a8f1222,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/3,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,CELL-deebf0bff28d3b8b,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,20,15,20,5,20,True,1,45.21,,,45.21,45.21,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|1.0|na|20""]","[""initialization_startup""]","[""OCC-88ec88763a8f1222""]","[""/panels/initialization_startup/short_confounded/3""]","[""MEAS-14ae5f6fc1b3d924""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
initialization_startup,OCC-3d7d87639a89aacd,ResNet18|CIFAR10|100|nodewise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/4,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,CELL-4c232bd105a8a4a2,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,20,15,20,5,20,True,1,81.538,,,81.538,81.538,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|nodewise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|1.0|na|20""]","[""initialization_startup""]","[""OCC-3d7d87639a89aacd""]","[""/panels/initialization_startup/short_confounded/4""]","[""MEAS-b8252e8297bccbe8""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
initialization_startup,OCC-b20e3e94f1940588,ResNet18|CIFAR10|100|nodewise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/5,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,CELL-2fd1e59d3c0a2a94,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,20,15,20,5,20,True,1,28.604,,,28.604,28.604,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|nodewise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|1.0|na|20""]","[""initialization_startup""]","[""OCC-b20e3e94f1940588""]","[""/panels/initialization_startup/short_confounded/5""]","[""MEAS-95856d15a56b826a""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
initialization_startup,OCC-fecec4aa1e44775f,ResNet18|CIFAR10|100|resnet18_blocks|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/6,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,CELL-203926040e882b59,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,20,15,20,5,20,True,1,85.652,,,85.652,85.652,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|resnet18_blocks|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|shrink|1.0|na|20""]","[""initialization_startup""]","[""OCC-fecec4aa1e44775f""]","[""/panels/initialization_startup/short_confounded/6""]","[""MEAS-71d0e805e3967f7a""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
initialization_startup,OCC-573ed3374be760d5,ResNet18|CIFAR10|100|resnet18_blocks|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|1.0|na|20,reported cell context,/panels/initialization_startup/short_confounded/7,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,CELL-75f40ea29ea41336,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,20,15,20,5,20,True,1,59.188,,,59.188,59.188,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|resnet18_blocks|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|shrink|1.0|na|20""]","[""initialization_startup""]","[""OCC-573ed3374be760d5""]","[""/panels/initialization_startup/short_confounded/7""]","[""MEAS-aa60ddf080f65fd4""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
initialization_startup,OCC-45608372897bb490,ResNet18|CIFAR10|100|scalar|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|20,reported cell context,/panels/initialization_startup/short_confounded/8,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p3"":1}",,CELL-103b61e34e929f7e,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,20,15,20,5,20,True,1,83.504,,,83.504,83.504,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|scalar|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|20""]","[""initialization_startup""]","[""OCC-45608372897bb490""]","[""/panels/initialization_startup/short_confounded/8""]","[""MEAS-aabc0b2195fa313b""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
initialization_startup,OCC-87830e5b0575058c,ResNet18|CIFAR10|100|scalar|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|20,reported cell context,/panels/initialization_startup/short_confounded/9,"{""scope"":""Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.""}","{""p2"":1}",,CELL-0b2741aeb05879c9,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,20,15,20,5,20,True,1,61.876000000000005,,,61.876000000000005,61.876000000000005,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|scalar|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|20""]","[""initialization_startup""]","[""OCC-87830e5b0575058c""]","[""/panels/initialization_startup/short_confounded/9""]","[""MEAS-9b6a7a89e8a155f4""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
