panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
granularity_cifar100_tuning,OCC-86883cacfe2f429b,cru1-lay-m1e-3-a1e-3,reported cell context,/panels/granularity_cifar100_tuning/cells/0,"{""scope"":""ResNet18_c100/CIFAR100,AUGMENT1,100ep,3freshseeds15-17/cell. Main plot uses alpha0=1e-3 only."",""token"":""1e-3:GAP-SHRINKS;1e-6:UNRESOLVED-OPTIMUM-AT-LADDER-EDGE;ALIAS-BROKEN""}",,,CELL-8967fbe78b50e06a,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,69.83933333333333,0.3201395529036248,0.1848326570471542,69.482,70.1,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cru1-lay-m1e-3-a1e-3""]","[""granularity_cifar100_tuning""]","[""OCC-86883cacfe2f429b""]","[""/panels/granularity_cifar100_tuning/cells/0""]","[""MEAS-00e6ca46bc5822bf"",""MEAS-38f45247cda9752e"",""MEAS-7a5ac0e5825de674""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_tuning,OCC-81be15fec4a08dd6,cru1-lay-m1e-3-a1e-6,reported cell context,/panels/granularity_cifar100_tuning/cells/1,"{""scope"":""ResNet18_c100/CIFAR100,AUGMENT1,100ep,3freshseeds15-17/cell. Main plot uses alpha0=1e-3 only."",""token"":""1e-3:GAP-SHRINKS;1e-6:UNRESOLVED-OPTIMUM-AT-LADDER-EDGE;ALIAS-BROKEN""}",,,CELL-47a6bc7726d82781,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,69.55066666666667,0.5141997018020673,0.2968733362526489,68.958,69.878,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cru1-lay-m1e-3-a1e-6""]","[""granularity_cifar100_tuning""]","[""OCC-81be15fec4a08dd6""]","[""/panels/granularity_cifar100_tuning/cells/1""]","[""MEAS-7ab9e4fbe9078fac"",""MEAS-7cb5b1223444cdf2"",""MEAS-9621cb0e29692611""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_tuning,OCC-4ba5db411c5123dc,cru1-lay-m1e-4-a1e-3,reported cell context,/panels/granularity_cifar100_tuning/cells/2,"{""scope"":""ResNet18_c100/CIFAR100,AUGMENT1,100ep,3freshseeds15-17/cell. Main plot uses alpha0=1e-3 only."",""token"":""1e-3:GAP-SHRINKS;1e-6:UNRESOLVED-OPTIMUM-AT-LADDER-EDGE;ALIAS-BROKEN""}",,,CELL-69340bd39bd35ecc,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,71.08266666666667,0.43829366106907985,0.2530489632023399,70.684,71.552,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cru1-lay-m1e-4-a1e-3""]","[""granularity_cifar100_tuning""]","[""OCC-4ba5db411c5123dc""]","[""/panels/granularity_cifar100_tuning/cells/2""]","[""MEAS-190b110dd07e5918"",""MEAS-779bc31b3a0c7df4"",""MEAS-eeaea9189bc18dbb""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_tuning,OCC-43eb95cc67c537d9,cru1-lay-m1e-4-a1e-6,reported cell context,/panels/granularity_cifar100_tuning/cells/3,"{""scope"":""ResNet18_c100/CIFAR100,AUGMENT1,100ep,3freshseeds15-17/cell. Main plot uses alpha0=1e-3 only."",""token"":""1e-3:GAP-SHRINKS;1e-6:UNRESOLVED-OPTIMUM-AT-LADDER-EDGE;ALIAS-BROKEN""}",,,CELL-d677da51f0ebb409,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-4,1e-6,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,10.957333333333334,0.23827994740081068,0.13757099177434792,10.726,11.202,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cru1-lay-m1e-4-a1e-6""]","[""granularity_cifar100_tuning""]","[""OCC-43eb95cc67c537d9""]","[""/panels/granularity_cifar100_tuning/cells/3""]","[""MEAS-9db8251b3807d70e"",""MEAS-c6646d13d2216da6"",""MEAS-d1cffb438cebb135""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_tuning,OCC-a2ee1f184e601ec0,cru1-lay-m1e-5-a1e-3,reported cell context,/panels/granularity_cifar100_tuning/cells/4,"{""scope"":""ResNet18_c100/CIFAR100,AUGMENT1,100ep,3freshseeds15-17/cell. Main plot uses alpha0=1e-3 only."",""token"":""1e-3:GAP-SHRINKS;1e-6:UNRESOLVED-OPTIMUM-AT-LADDER-EDGE;ALIAS-BROKEN""}",,,CELL-fe9add87bb147582,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-5,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,32.32066666666667,0.6323806870337937,0.36510515988928127,31.676,32.94,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cru1-lay-m1e-5-a1e-3""]","[""granularity_cifar100_tuning""]","[""OCC-a2ee1f184e601ec0""]","[""/panels/granularity_cifar100_tuning/cells/4""]","[""MEAS-0731b8c9508c262e"",""MEAS-c2bdd6cdf04706aa"",""MEAS-db715be03a1b7069""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_tuning,OCC-24ca8bcc5e00431a,cru1-lay-m3e-3-a1e-3,reported cell context,/panels/granularity_cifar100_tuning/cells/5,"{""scope"":""ResNet18_c100/CIFAR100,AUGMENT1,100ep,3freshseeds15-17/cell. Main plot uses alpha0=1e-3 only."",""token"":""1e-3:GAP-SHRINKS;1e-6:UNRESOLVED-OPTIMUM-AT-LADDER-EDGE;ALIAS-BROKEN""}",,,CELL-ad44baa5b4dc3251,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,3e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,69.856,0.3001266399372097,0.17327819635872593,69.666,70.202,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cru1-lay-m3e-3-a1e-3""]","[""granularity_cifar100_tuning""]","[""OCC-24ca8bcc5e00431a""]","[""/panels/granularity_cifar100_tuning/cells/5""]","[""MEAS-01dfb16338b90a6c"",""MEAS-b026834607e76d81"",""MEAS-e0aad5180c843f45""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_tuning,OCC-17d77b3a29d620b1,cru1-lay-m3e-3-a1e-6,reported cell context,/panels/granularity_cifar100_tuning/cells/6,"{""scope"":""ResNet18_c100/CIFAR100,AUGMENT1,100ep,3freshseeds15-17/cell. Main plot uses alpha0=1e-3 only."",""token"":""1e-3:GAP-SHRINKS;1e-6:UNRESOLVED-OPTIMUM-AT-LADDER-EDGE;ALIAS-BROKEN""}",,,CELL-268d270dca812c44,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,3e-3,1e-6,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,69.61,0.22097058627790447,0.12757742747053757,69.374,69.812,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cru1-lay-m3e-3-a1e-6""]","[""granularity_cifar100_tuning""]","[""OCC-17d77b3a29d620b1""]","[""/panels/granularity_cifar100_tuning/cells/6""]","[""MEAS-533a6f4bce57a103"",""MEAS-70d01639852bcacf"",""MEAS-97c74c105fcb2161""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_tuning,OCC-785dc357977f2fd5,cru1-lay-m3e-4-a1e-3,reported cell context,/panels/granularity_cifar100_tuning/cells/7,"{""scope"":""ResNet18_c100/CIFAR100,AUGMENT1,100ep,3freshseeds15-17/cell. Main plot uses alpha0=1e-3 only."",""token"":""1e-3:GAP-SHRINKS;1e-6:UNRESOLVED-OPTIMUM-AT-LADDER-EDGE;ALIAS-BROKEN""}",,,CELL-b2821ad3da0e7a3a,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,70.19266666666667,0.4735581625664724,0.2734089326346974,69.664,70.578,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cru1-lay-m3e-4-a1e-3""]","[""granularity_cifar100_tuning""]","[""OCC-785dc357977f2fd5""]","[""/panels/granularity_cifar100_tuning/cells/7""]","[""MEAS-54347769f77b32cf"",""MEAS-73ff92aa863dee9a"",""MEAS-bc13899ba9c981a0""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_tuning,OCC-e5227826bf8b1a3a,cru1-lay-m3e-4-a1e-6,reported cell context,/panels/granularity_cifar100_tuning/cells/8,"{""scope"":""ResNet18_c100/CIFAR100,AUGMENT1,100ep,3freshseeds15-17/cell. Main plot uses alpha0=1e-3 only."",""token"":""1e-3:GAP-SHRINKS;1e-6:UNRESOLVED-OPTIMUM-AT-LADDER-EDGE;ALIAS-BROKEN""}",,,CELL-c558a8509233c2db,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,3e-4,1e-6,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,68.29266666666666,0.4157226639640117,0.2400175919478505,67.818,68.592,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cru1-lay-m3e-4-a1e-6""]","[""granularity_cifar100_tuning""]","[""OCC-e5227826bf8b1a3a""]","[""/panels/granularity_cifar100_tuning/cells/8""]","[""MEAS-62abcd01a158f260"",""MEAS-de6e517c74f4a554"",""MEAS-e59e453322ede5bd""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_tuning,OCC-529903560fc54c3a,cru1-lay-m3e-5-a1e-3,reported cell context,/panels/granularity_cifar100_tuning/cells/9,"{""scope"":""ResNet18_c100/CIFAR100,AUGMENT1,100ep,3freshseeds15-17/cell. Main plot uses alpha0=1e-3 only."",""token"":""1e-3:GAP-SHRINKS;1e-6:UNRESOLVED-OPTIMUM-AT-LADDER-EDGE;ALIAS-BROKEN""}",,,CELL-6a6b5972abb314bd,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,3e-5,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,53.594,0.41605768830776374,0.24021101834290082,53.174,54.006,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cru1-lay-m3e-5-a1e-3""]","[""granularity_cifar100_tuning""]","[""OCC-529903560fc54c3a""]","[""/panels/granularity_cifar100_tuning/cells/9""]","[""MEAS-28b43fe2012aa9ac"",""MEAS-e5dc3cc99f4b7281"",""MEAS-f8f0e63c5d71ffa3""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
