panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
alpha0_robustness,OCC-3311fb016ed3c778,constant-1e-6,reported cell context,/panels/alpha0_robustness/cells/0,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-9716fedd6d53d5fc,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,100,95,100,5,100,True,3,69.49733333333333,0.5219284753041714,0.3013355457145943,68.91,69.908,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-6""]","[""alpha0_robustness""]","[""OCC-3311fb016ed3c778""]","[""/panels/alpha0_robustness/cells/0""]","[""MEAS-5735e3236a46edd3"",""MEAS-6900fd86f2d7118d"",""MEAS-6e4696ce8fa1541b""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-fecc20cb16692397,constant-1e-5,reported cell context,/panels/alpha0_robustness/cells/1,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-9836c2bbcc048bc8,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,100,95,100,5,100,True,3,84.64733333333334,0.32387857807105824,0.1869913842340787,84.296,84.934,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-5""]","[""alpha0_robustness""]","[""OCC-fecc20cb16692397""]","[""/panels/alpha0_robustness/cells/1""]","[""MEAS-0abff73e06bed8c4"",""MEAS-a20068866ae7d4bf"",""MEAS-ef5dfdb4c98f9cf9""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-ce5bede7195505a2,constant-1e-4,reported cell context,/panels/alpha0_robustness/cells/2,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-11fa4e6e89234849,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,100,95,100,5,100,True,3,91.39133333333334,0.08305018563093401,0.047949047030268144,91.296,91.448,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-4""]","[""alpha0_robustness""]","[""OCC-ce5bede7195505a2""]","[""/panels/alpha0_robustness/cells/2""]","[""MEAS-131cf2519fb9e4d4"",""MEAS-8a3ba408a9a5b11e"",""MEAS-f2d856d029849768""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-d172ad0bfaf038b7,constant-3e-4,reported cell context,/panels/alpha0_robustness/cells/3,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-c61b239053bb12d3,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,100,95,100,5,100,True,3,91.76666666666667,0.16672532301162735,0.09625891012149036,91.62,91.948,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-3e-4""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-d04e325f093de499"",""OCC-d172ad0bfaf038b7""]","[""/panels/alpha0_robustness/cells/3"",""/panels/schedule_controls/verified_counterweight/cells/0""]","[""MEAS-0c09c34b67da7138"",""MEAS-ab85fe44d69bcacf"",""MEAS-caf30261095a499f""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-48a75d7f77ae35d9,constant-1e-3,reported cell context,/panels/alpha0_robustness/cells/4,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-e3bce970571cb7b2,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,100,95,100,5,100,True,3,89.41933333333334,0.6696456774543769,0.3866201121399538,88.852,90.158,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-3""]","[""alpha0_robustness""]","[""OCC-48a75d7f77ae35d9""]","[""/panels/alpha0_robustness/cells/4""]","[""MEAS-045f41684ed79f3c"",""MEAS-09f8ad45bd0827bc"",""MEAS-bc52f4e92cbfa4a2""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-94db506f21286341,constant-1e-2,reported cell context,/panels/alpha0_robustness/cells/5,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-e73f7db5e8f43c0d,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,100,95,100,5,100,True,3,70.53466666666667,3.404699301455754,1.9657040582052105,68.548,74.466,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-2""]","[""alpha0_robustness""]","[""OCC-94db506f21286341""]","[""/panels/alpha0_robustness/cells/5""]","[""MEAS-56d44422dfae69b7"",""MEAS-d6e3cb690f8ae082"",""MEAS-ff59fd3d01805bbe""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-ee94ee86d4bc8d60,constant-1e-1,reported cell context,/panels/alpha0_robustness/cells/6,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-f9804635c7534107,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-1,1,1,none,,na,na,100,95,100,5,100,True,3,12.937333333333333,3.1278339683131087,1.8058557835860287,10.0,16.226,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-1""]","[""alpha0_robustness""]","[""OCC-ee94ee86d4bc8d60""]","[""/panels/alpha0_robustness/cells/6""]","[""MEAS-16e600eb5d4ce17f"",""MEAS-9d074f14726fe611"",""MEAS-f9ebc0e3b39baa8e""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-0de18a59532b891d,meta-1e-6,reported cell context,/panels/alpha0_robustness/cells/7,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-72305fa2541b97be,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,91.59066666666666,0.15990413794937752,0.09232069708960818,91.41,91.714,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-6""]","[""alpha0_robustness""]","[""OCC-0de18a59532b891d""]","[""/panels/alpha0_robustness/cells/7""]","[""MEAS-3e9917a34362cc54"",""MEAS-481449b8cc8f9111"",""MEAS-8734e38e59cc8db5""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-23080352e5be872d,meta-1e-5,reported cell context,/panels/alpha0_robustness/cells/8,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-9d13917ab48e1d22,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-5,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,91.55466666666666,0.2164285871444266,0.12495510304816508,91.322,91.75,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-5""]","[""alpha0_robustness""]","[""OCC-23080352e5be872d""]","[""/panels/alpha0_robustness/cells/8""]","[""MEAS-0480efb51ce66bd5"",""MEAS-064c4ee7064db1fd"",""MEAS-4390fafe9c95b48b""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-0469e1ea5497655c,meta-1e-4,reported cell context,/panels/alpha0_robustness/cells/9,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-134171678af27b82,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,91.82933333333332,0.3313145534583904,0.19128454662564237,91.606,92.21,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-4""]","[""alpha0_robustness""]","[""OCC-0469e1ea5497655c""]","[""/panels/alpha0_robustness/cells/9""]","[""MEAS-0660b8d64b99dc39"",""MEAS-9df4fa3df587c7c7"",""MEAS-ae0d0d6f9871a523""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
