panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
full_granularity_ladder,OCC-ddfb7a5f57ea6568,layerwise|1e-3,reported cell context,/panels/full_granularity_ladder/cells/0,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""a0L"":2,""a0h"":2,""cfr1"":3,""ms"":3,""mx"":5,""rs"":2,""tl1"":3}",,CELL-69117a3abc15f874,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,20,91.11315,,,90.713,91.31,20,5,20,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|1e-3""]","[""full_granularity_ladder""]","[""OCC-ddfb7a5f57ea6568""]","[""/panels/full_granularity_ladder/cells/0""]","[""MEAS-095eaad28c51e287"",""MEAS-22f397f895c84bc0"",""MEAS-2656235b7b5fb652"",""MEAS-3ab78f94771097c6"",""MEAS-48bd5c0ea43d8081"",""MEAS-48d55065167106c8"",""MEAS-55d77034994f1fe4"",""MEAS-60e053ac15e07a71"",""MEAS-6153f084f79a1d34"",""MEAS-6f12852ae7c9a366"",""MEAS-71b3977b355d2f0b"",""MEAS-7a56b61b97e9c007"",""MEAS-8b505e9e72c2ca16"",""MEAS-a3f6d2d8ce6435d4"",""MEAS-ac856e9bb7bc5b0d"",""MEAS-b55e2fba2f19430d"",""MEAS-c90a6a840a64af7a"",""MEAS-cca5383380a2ff46"",""MEAS-e25d2aa841b1c0f9"",""MEAS-e371c5d8e87ae719""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-0cf344c9a24f8440,layerwise|1e-4,reported cell context,/panels/full_granularity_ladder/cells/1,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""hz9"":3,""ms"":3,""rs"":2,""tw0"":3}",,CELL-ad878b96dfd33e20,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,11,92.812,,,92.482,93.037,11,5,11,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|1e-4""]","[""full_granularity_ladder""]","[""OCC-0cf344c9a24f8440"",""OCC-51ad16e251b8cc9e""]","[""/panels/full_granularity_ladder/cells/1"",""/panels/full_granularity_ladder/observed_peaks/2""]","[""MEAS-105ede0dad6c58c1"",""MEAS-14e0767310810db4"",""MEAS-251a81fc4481452f"",""MEAS-2a48764b0abb8336"",""MEAS-8e2bec6613fe51d9"",""MEAS-a60473e1c4a69d1c"",""MEAS-b9115d6493b34e79"",""MEAS-bc25c28036ae79cc"",""MEAS-c1244247d169fa01"",""MEAS-c49d7e187801871b"",""MEAS-d44ea21a136a67ed""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-7ba7a1b4ebaeff3c,layerwise|1e-5,reported cell context,/panels/full_granularity_ladder/cells/2,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""rs"":5}",,CELL-cb6e790239d0ae1a,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-5,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,5,90.8744,,,90.731,91.104,5,5,5,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|1e-5""]","[""full_granularity_ladder""]","[""OCC-7ba7a1b4ebaeff3c""]","[""/panels/full_granularity_ladder/cells/2""]","[""MEAS-4bf4f795e7538146"",""MEAS-6add04dccae063bc"",""MEAS-8a3ff3427604bfdb"",""MEAS-b1f04faf9a9f7c49"",""MEAS-b8856cbd0f5ca115""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-e5f241b44c0c806c,layerwise|1e-8,reported cell context,/panels/full_granularity_ladder/cells/3,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""rs"":3}",,CELL-a66ae7c9e36aab24,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-8,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,90.081,,,89.988,90.186,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|1e-8""]","[""full_granularity_ladder""]","[""OCC-e5f241b44c0c806c""]","[""/panels/full_granularity_ladder/cells/3""]","[""MEAS-069432bf6e25bad7"",""MEAS-73499ee264b24205"",""MEAS-828277e0d96f6e5c""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-1654a0c04884dd93,layerwise|3e-4,reported cell context,/panels/full_granularity_ladder/cells/4,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""cfr2"":3,""rs"":5}",,CELL-4d30bc44de8852d6,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,8,91.9135,,,91.65,92.102,8,5,8,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|3e-4""]","[""full_granularity_ladder""]","[""OCC-1654a0c04884dd93""]","[""/panels/full_granularity_ladder/cells/4""]","[""MEAS-16f731a24e8ab04d"",""MEAS-227af29d614934c8"",""MEAS-3b3862c836f9dcb7"",""MEAS-3f3b4ef2a9ab44a0"",""MEAS-448ffabfcb6650f4"",""MEAS-7c0a16f230354fe8"",""MEAS-cfaff6ad49d1d726"",""MEAS-e2c719bbf1e25c2c""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-8e2c855815073a43,layerwise|3e-5,reported cell context,/panels/full_granularity_ladder/cells/5,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""rs"":5}",,CELL-77ff62745bfcdba9,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-5,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,5,91.6576,,,91.547,91.745,5,5,5,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|3e-5""]","[""full_granularity_ladder""]","[""OCC-8e2c855815073a43""]","[""/panels/full_granularity_ladder/cells/5""]","[""MEAS-1e5c46eedb9167ca"",""MEAS-77737c4912e02a5c"",""MEAS-7a1a849a55ced6bd"",""MEAS-a083881f3c48b7b4"",""MEAS-d872a7fa3549940f""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-a58171fa0c2bca40,nodewise|1e-3,reported cell context,/panels/full_granularity_ladder/cells/6,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""hz9"":2,""rs"":1}",,CELL-c44b5392869549e3,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,92.22566666666667,,,91.972,92.547,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""nodewise|1e-3""]","[""full_granularity_ladder""]","[""OCC-a58171fa0c2bca40""]","[""/panels/full_granularity_ladder/cells/6""]","[""MEAS-02379a1ecd382a5b"",""MEAS-0cd5eac6475036dc"",""MEAS-c8acbf46261de5b5""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-37359c535192489a,nodewise|1e-4,reported cell context,/panels/full_granularity_ladder/cells/7,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""bn1"":3,""cc1"":3,""gn1"":4,""ml2"":3,""mm1"":3,""pp1"":3,""rp1"":6,""rs"":1,""tw0"":3}","[""ml2-rms-node-s0"",""ml2-rms-node-s1"",""ml2-rms-node-s2""]",CELL-4d94b450b3fc2536,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,29,91.88748275862069,,,91.671,92.088,29,12,29,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""nodewise|1e-4""]","[""full_granularity_ladder""]","[""OCC-37359c535192489a""]","[""/panels/full_granularity_ladder/cells/7""]","[""MEAS-12b0c941f2cc4764"",""MEAS-18efe351ff675005"",""MEAS-22ec4b775b4ca520"",""MEAS-23c3bf10f9af0324"",""MEAS-29a636caee3024f3"",""MEAS-2f237ea9aa965301"",""MEAS-3521867c929c051a"",""MEAS-401b8cfbceda748e"",""MEAS-4f97aeb0515fe7be"",""MEAS-55071e100e30858c"",""MEAS-55269880aca72a19"",""MEAS-5a943ec534ffd5c8"",""MEAS-60b11d3915c91e1a"",""MEAS-613fc6b2b894278f"",""MEAS-66c6c3c20eeb12f2"",""MEAS-72ca9f0331ea2a14"",""MEAS-79dccbdf175054c5"",""MEAS-7bbc5c533cb1fe42"",""MEAS-81e749ccadac1076"",""MEAS-8c247d80152ec3ce"",""MEAS-ad5083bbf65ab0b6"",""MEAS-aed1cb6c164c5a27"",""MEAS-afed7577317171dd"",""MEAS-b66204d36b5b3556"",""MEAS-c48f20bb3afc33ae"",""MEAS-cabd83e6050b5f38"",""MEAS-d540cca25d9f2b19"",""MEAS-d9ae440f557f6de6"",""MEAS-f3ee4cb81d250579""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-f45976c3bf5fe4e2,nodewise|3e-3,reported cell context,/panels/full_granularity_ladder/cells/8,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""rs"":1}",,CELL-a91b5b8f82940ca2,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,3e-3,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,1,91.31,,,91.31,91.31,1,1,1,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""nodewise|3e-3""]","[""full_granularity_ladder""]","[""OCC-f45976c3bf5fe4e2""]","[""/panels/full_granularity_ladder/cells/8""]","[""MEAS-c9eaeaf55eda8a92""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-af6301fd73cf6fd0,nodewise|3e-4,reported cell context,/panels/full_granularity_ladder/cells/9,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""ar1"":3,""at1"":3,""hz9"":4,""rs"":1}",,CELL-361ebf902e21d8b0,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,11,92.37445454545454,,,92.166,92.603,11,5,11,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""nodewise|3e-4""]","[""full_granularity_ladder""]","[""OCC-a33900feac201c98"",""OCC-af6301fd73cf6fd0""]","[""/panels/full_granularity_ladder/cells/9"",""/panels/full_granularity_ladder/observed_peaks/3""]","[""MEAS-1de2e0a3a67129dd"",""MEAS-4bcce254c50ad0e2"",""MEAS-4d39218d9049990a"",""MEAS-68a1768c4be377d8"",""MEAS-75a6a38523552695"",""MEAS-813752d686035dd8"",""MEAS-9afc9361c839aad6"",""MEAS-a37e2f380d7f354c"",""MEAS-ad9c3d70e8a87d44"",""MEAS-b085c5e7761decf9"",""MEAS-fb761c7762604d60""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
