panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
horizon_reversal,OCC-daa2335fbdc9470e,br6:layerwise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/0/cells/br6/layerwise,"{""end_epoch"":10,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,CELL-d9b5dd2a31e33ec7,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-30:2.0,,na,na,40,20,40,20,40,True,4,88.89574999999999,,,88.689,89.01,4,4,4,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""br6:layerwise""]","[""horizon_reversal""]","[""OCC-1ab60157685f60bc"",""OCC-9091816efe0413a6"",""OCC-b694e0d29677448c"",""OCC-daa2335fbdc9470e"",""OCC-e31359102835e1a1"",""OCC-e95de5e8611eeadc""]","[""/panels/horizon_reversal/shared_ms/0/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/1/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/2/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/3/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/4/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/5/cells/br6/layerwise""]","[""MEAS-4a87bee77647f07e"",""MEAS-922cf76170b193a8"",""MEAS-b0dcd16c8adae6c2"",""MEAS-d19d91f6382e3758""]",6,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
horizon_reversal,OCC-7219ea78617cd645,br6:nodewise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/0/cells/br6/nodewise,"{""end_epoch"":10,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,CELL-03c1e8eeec8c5e11,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-30:2.0,,na,na,40,20,40,20,40,True,4,89.84925,,,89.662,89.962,4,4,4,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""br6:nodewise""]","[""horizon_reversal""]","[""OCC-3080fa4f21ee6e84"",""OCC-4107ab476aa655ef"",""OCC-7219ea78617cd645"",""OCC-911a70a7a12d1e32"",""OCC-c26bbb95f4ab827d"",""OCC-e8e1d7d83a6ac87e""]","[""/panels/horizon_reversal/shared_ms/0/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/1/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/2/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/3/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/4/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/5/cells/br6/nodewise""]","[""MEAS-22d3f4a2ad3c5b89"",""MEAS-2b4256a37cef2952"",""MEAS-44d7a338405b443f"",""MEAS-98593ae74b391d82""]",6,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
horizon_reversal,OCC-b41c376228f863c2,bl5:layerwise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/0/cells/bl5/layerwise,"{""end_epoch"":10,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""bl5"":3}",,CELL-1f21e8f6992c1f3a,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-30:0.0,,na,na,40,20,40,20,40,True,3,88.82833333333333,,,88.579,89.16,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""bl5:layerwise""]","[""horizon_reversal""]","[""OCC-4e82c22cb2942efa"",""OCC-84fd57ed001083f5"",""OCC-ae4d29a0aa53477d"",""OCC-b41c376228f863c2"",""OCC-dbfecb461b6cdef1"",""OCC-ea743af7f3a64857""]","[""/panels/horizon_reversal/shared_ms/0/cells/bl5/layerwise"",""/panels/horizon_reversal/shared_ms/1/cells/bl5/layerwise"",""/panels/horizon_reversal/shared_ms/2/cells/bl5/layerwise"",""/panels/horizon_reversal/shared_ms/3/cells/bl5/layerwise"",""/panels/horizon_reversal/shared_ms/4/cells/bl5/layerwise"",""/panels/horizon_reversal/shared_ms/5/cells/bl5/layerwise""]","[""MEAS-44af90aca38588cb"",""MEAS-5b7f457cb71d0915"",""MEAS-ad9d2df8295d19ea""]",6,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
horizon_reversal,OCC-1bba420615f62ff5,bl5:nodewise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/0/cells/bl5/nodewise,"{""end_epoch"":10,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""bl5"":3}",,CELL-d49a484f4f7912cf,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-30:0.0,,na,na,40,20,40,20,40,True,3,89.971,,,89.949,89.996,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""bl5:nodewise""]","[""horizon_reversal""]","[""OCC-1bba420615f62ff5"",""OCC-4363b75cc516a8c4"",""OCC-58844d0a78da0d0d"",""OCC-815b2d3fb771f132"",""OCC-a4fb9f82d3eac025"",""OCC-b1c9da0e6727bce2""]","[""/panels/horizon_reversal/shared_ms/0/cells/bl5/nodewise"",""/panels/horizon_reversal/shared_ms/1/cells/bl5/nodewise"",""/panels/horizon_reversal/shared_ms/2/cells/bl5/nodewise"",""/panels/horizon_reversal/shared_ms/3/cells/bl5/nodewise"",""/panels/horizon_reversal/shared_ms/4/cells/bl5/nodewise"",""/panels/horizon_reversal/shared_ms/5/cells/bl5/nodewise""]","[""MEAS-81068452cd3fbabc"",""MEAS-cf050aae020f1f7d"",""MEAS-d40e3c3969058939""]",6,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
horizon_reversal,OCC-b694e0d29677448c,br6:layerwise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/1/cells/br6/layerwise,"{""end_epoch"":15,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,CELL-d9b5dd2a31e33ec7,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-30:2.0,,na,na,40,20,40,20,40,True,4,88.89574999999999,,,88.689,89.01,4,4,4,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""br6:layerwise""]","[""horizon_reversal""]","[""OCC-1ab60157685f60bc"",""OCC-9091816efe0413a6"",""OCC-b694e0d29677448c"",""OCC-daa2335fbdc9470e"",""OCC-e31359102835e1a1"",""OCC-e95de5e8611eeadc""]","[""/panels/horizon_reversal/shared_ms/0/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/1/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/2/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/3/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/4/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/5/cells/br6/layerwise""]","[""MEAS-4a87bee77647f07e"",""MEAS-922cf76170b193a8"",""MEAS-b0dcd16c8adae6c2"",""MEAS-d19d91f6382e3758""]",6,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
horizon_reversal,OCC-4107ab476aa655ef,br6:nodewise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/1/cells/br6/nodewise,"{""end_epoch"":15,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,CELL-03c1e8eeec8c5e11,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-30:2.0,,na,na,40,20,40,20,40,True,4,89.84925,,,89.662,89.962,4,4,4,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""br6:nodewise""]","[""horizon_reversal""]","[""OCC-3080fa4f21ee6e84"",""OCC-4107ab476aa655ef"",""OCC-7219ea78617cd645"",""OCC-911a70a7a12d1e32"",""OCC-c26bbb95f4ab827d"",""OCC-e8e1d7d83a6ac87e""]","[""/panels/horizon_reversal/shared_ms/0/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/1/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/2/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/3/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/4/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/5/cells/br6/nodewise""]","[""MEAS-22d3f4a2ad3c5b89"",""MEAS-2b4256a37cef2952"",""MEAS-44d7a338405b443f"",""MEAS-98593ae74b391d82""]",6,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
horizon_reversal,OCC-ea743af7f3a64857,bl5:layerwise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/1/cells/bl5/layerwise,"{""end_epoch"":15,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""bl5"":3}",,CELL-1f21e8f6992c1f3a,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-30:0.0,,na,na,40,20,40,20,40,True,3,88.82833333333333,,,88.579,89.16,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""bl5:layerwise""]","[""horizon_reversal""]","[""OCC-4e82c22cb2942efa"",""OCC-84fd57ed001083f5"",""OCC-ae4d29a0aa53477d"",""OCC-b41c376228f863c2"",""OCC-dbfecb461b6cdef1"",""OCC-ea743af7f3a64857""]","[""/panels/horizon_reversal/shared_ms/0/cells/bl5/layerwise"",""/panels/horizon_reversal/shared_ms/1/cells/bl5/layerwise"",""/panels/horizon_reversal/shared_ms/2/cells/bl5/layerwise"",""/panels/horizon_reversal/shared_ms/3/cells/bl5/layerwise"",""/panels/horizon_reversal/shared_ms/4/cells/bl5/layerwise"",""/panels/horizon_reversal/shared_ms/5/cells/bl5/layerwise""]","[""MEAS-44af90aca38588cb"",""MEAS-5b7f457cb71d0915"",""MEAS-ad9d2df8295d19ea""]",6,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
horizon_reversal,OCC-a4fb9f82d3eac025,bl5:nodewise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/1/cells/bl5/nodewise,"{""end_epoch"":15,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""bl5"":3}",,CELL-d49a484f4f7912cf,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-30:0.0,,na,na,40,20,40,20,40,True,3,89.971,,,89.949,89.996,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""bl5:nodewise""]","[""horizon_reversal""]","[""OCC-1bba420615f62ff5"",""OCC-4363b75cc516a8c4"",""OCC-58844d0a78da0d0d"",""OCC-815b2d3fb771f132"",""OCC-a4fb9f82d3eac025"",""OCC-b1c9da0e6727bce2""]","[""/panels/horizon_reversal/shared_ms/0/cells/bl5/nodewise"",""/panels/horizon_reversal/shared_ms/1/cells/bl5/nodewise"",""/panels/horizon_reversal/shared_ms/2/cells/bl5/nodewise"",""/panels/horizon_reversal/shared_ms/3/cells/bl5/nodewise"",""/panels/horizon_reversal/shared_ms/4/cells/bl5/nodewise"",""/panels/horizon_reversal/shared_ms/5/cells/bl5/nodewise""]","[""MEAS-81068452cd3fbabc"",""MEAS-cf050aae020f1f7d"",""MEAS-d40e3c3969058939""]",6,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
horizon_reversal,OCC-e95de5e8611eeadc,br6:layerwise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/2/cells/br6/layerwise,"{""end_epoch"":20,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,CELL-d9b5dd2a31e33ec7,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-30:2.0,,na,na,40,20,40,20,40,True,4,88.89574999999999,,,88.689,89.01,4,4,4,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""br6:layerwise""]","[""horizon_reversal""]","[""OCC-1ab60157685f60bc"",""OCC-9091816efe0413a6"",""OCC-b694e0d29677448c"",""OCC-daa2335fbdc9470e"",""OCC-e31359102835e1a1"",""OCC-e95de5e8611eeadc""]","[""/panels/horizon_reversal/shared_ms/0/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/1/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/2/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/3/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/4/cells/br6/layerwise"",""/panels/horizon_reversal/shared_ms/5/cells/br6/layerwise""]","[""MEAS-4a87bee77647f07e"",""MEAS-922cf76170b193a8"",""MEAS-b0dcd16c8adae6c2"",""MEAS-d19d91f6382e3758""]",6,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
horizon_reversal,OCC-e8e1d7d83a6ac87e,br6:nodewise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/2/cells/br6/nodewise,"{""end_epoch"":20,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,CELL-03c1e8eeec8c5e11,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-30:2.0,,na,na,40,20,40,20,40,True,4,89.84925,,,89.662,89.962,4,4,4,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""br6:nodewise""]","[""horizon_reversal""]","[""OCC-3080fa4f21ee6e84"",""OCC-4107ab476aa655ef"",""OCC-7219ea78617cd645"",""OCC-911a70a7a12d1e32"",""OCC-c26bbb95f4ab827d"",""OCC-e8e1d7d83a6ac87e""]","[""/panels/horizon_reversal/shared_ms/0/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/1/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/2/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/3/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/4/cells/br6/nodewise"",""/panels/horizon_reversal/shared_ms/5/cells/br6/nodewise""]","[""MEAS-22d3f4a2ad3c5b89"",""MEAS-2b4256a37cef2952"",""MEAS-44d7a338405b443f"",""MEAS-98593ae74b391d82""]",6,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
