panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
schedule_controls,OCC-5690b948b4175945,ResNet18|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100,reported cell context,/panels/schedule_controls/cells_by_family/fixed_adamw_legacy/0,"{""scope"":""Fixed, meta, and cosine are separate recipes. Keep SW warmup10000 and fxcos warmup2500 in separate series; both use COS_TOTAL50000. i3a is COS_TOTAL1e8, warmup0.""}","{""fx"":2}",,CELL-e10a85cb20b0d5fe,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,100,80,100,20,100,True,2,90.26400000000001,,,90.227,90.301,2,2,2,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100""]","[""schedule_controls""]","[""OCC-5690b948b4175945""]","[""/panels/schedule_controls/cells_by_family/fixed_adamw_legacy/0""]","[""MEAS-2398e967eda9c05b"",""MEAS-56eac8b7b4196a29""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
schedule_controls,OCC-63709e15bdccd0e9,ResNet18|CIFAR10|100|?|AdamW|?||1e-4|1|1|none||na|na|100,reported cell context,/panels/schedule_controls/cells_by_family/fixed_adamw_legacy/1,"{""scope"":""Fixed, meta, and cosine are separate recipes. Keep SW warmup10000 and fxcos warmup2500 in separate series; both use COS_TOTAL50000. i3a is COS_TOTAL1e8, warmup0.""}","{""fx"":5}",,CELL-91a162c047b7441f,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,100,80,100,20,100,True,5,91.1878,,,90.829,91.415,5,5,5,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-4|1|1|none||na|na|100""]","[""schedule_controls""]","[""OCC-63709e15bdccd0e9""]","[""/panels/schedule_controls/cells_by_family/fixed_adamw_legacy/1""]","[""MEAS-1a2b6f8f8a3f03e7"",""MEAS-28bd168b7c56a3ef"",""MEAS-3a6f3e6e448e4fd2"",""MEAS-7cf31e46e72ce547"",""MEAS-d4c30af5c316a506""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
schedule_controls,OCC-af7e1a74e7e72ccc,ResNet18|CIFAR10|100|?|AdamW|?||3e-3|1|1|none||na|na|100,reported cell context,/panels/schedule_controls/cells_by_family/fixed_adamw_legacy/2,"{""scope"":""Fixed, meta, and cosine are separate recipes. Keep SW warmup10000 and fxcos warmup2500 in separate series; both use COS_TOTAL50000. i3a is COS_TOTAL1e8, warmup0.""}","{""fx"":2}",,CELL-da2286e9bfe3683f,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,100,80,100,20,100,True,2,85.96199999999999,,,85.556,86.368,2,2,2,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||3e-3|1|1|none||na|na|100""]","[""schedule_controls""]","[""OCC-af7e1a74e7e72ccc""]","[""/panels/schedule_controls/cells_by_family/fixed_adamw_legacy/2""]","[""MEAS-a7016972df26e2f9"",""MEAS-eeeca06256887b44""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
schedule_controls,OCC-3cab8d3bbf021b8e,ResNet18|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100,reported cell context,/panels/schedule_controls/cells_by_family/fixed_adamw_legacy/3,"{""scope"":""Fixed, meta, and cosine are separate recipes. Keep SW warmup10000 and fxcos warmup2500 in separate series; both use COS_TOTAL50000. i3a is COS_TOTAL1e8, warmup0.""}","{""fx"":5}",,CELL-dad001b6c988469b,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,100,80,100,20,100,True,5,91.85860000000001,,,91.715,92.025,5,5,5,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100""]","[""schedule_controls""]","[""OCC-3cab8d3bbf021b8e""]","[""/panels/schedule_controls/cells_by_family/fixed_adamw_legacy/3""]","[""MEAS-209b5f1db3086b6a"",""MEAS-4f81a124e540ea51"",""MEAS-5b49a228f2da955a"",""MEAS-6119c0f218321eb8"",""MEAS-be2f2920a604432e""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
schedule_controls,OCC-76879d2129cf22d2,ResNet18|CIFAR10|100|?|AdamW|?||1e-2|1|1|none||na|na|100,reported cell context,/panels/schedule_controls/cells_by_family/cosine_SW/0,"{""scope"":""Fixed, meta, and cosine are separate recipes. Keep SW warmup10000 and fxcos warmup2500 in separate series; both use COS_TOTAL50000. i3a is COS_TOTAL1e8, warmup0.""}","{""SW"":2}",,CELL-9f5ada207a5ae8ca,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,100,80,100,20,100,True,2,92.5805,0.1704127342659577,0.12049999999999982,92.46,92.701,2,2,2,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-2|1|1|none||na|na|100"",""cosine-1e-2""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-76879d2129cf22d2"",""OCC-9235134025cc51ce""]","[""/panels/alpha0_robustness/cells/19"",""/panels/schedule_controls/cells_by_family/cosine_SW/0""]","[""MEAS-03c087e20c67ac89"",""MEAS-aa7e95624df5abf3""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
schedule_controls,OCC-133c495f9867dc92,ResNet18|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100,reported cell context,/panels/schedule_controls/cells_by_family/cosine_SW/1,"{""scope"":""Fixed, meta, and cosine are separate recipes. Keep SW warmup10000 and fxcos warmup2500 in separate series; both use COS_TOTAL50000. i3a is COS_TOTAL1e8, warmup0.""}","{""SW"":2}",,CELL-6764f34e9a3d89b4,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,100,80,100,20,100,True,2,94.02799999999999,,,93.957,94.099,2,2,2,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100""]","[""schedule_controls""]","[""OCC-133c495f9867dc92""]","[""/panels/schedule_controls/cells_by_family/cosine_SW/1""]","[""MEAS-9380f5242685dc2c"",""MEAS-9c4530bcd60bca1a""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
schedule_controls,OCC-cd8f8dd00b0c00f9,ResNet18|CIFAR10|100|?|AdamW|?||1e-4|1|1|none||na|na|100,reported cell context,/panels/schedule_controls/cells_by_family/cosine_SW/2,"{""scope"":""Fixed, meta, and cosine are separate recipes. Keep SW warmup10000 and fxcos warmup2500 in separate series; both use COS_TOTAL50000. i3a is COS_TOTAL1e8, warmup0.""}","{""SW"":2}",,CELL-43e1c7d1b7ebc8ac,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,100,80,100,20,100,True,2,92.96199999999999,,,92.883,93.041,2,2,2,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-4|1|1|none||na|na|100""]","[""schedule_controls""]","[""OCC-cd8f8dd00b0c00f9""]","[""/panels/schedule_controls/cells_by_family/cosine_SW/2""]","[""MEAS-34bc82fbe6a187f9"",""MEAS-96842ceb54efc607""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
schedule_controls,OCC-74fe7413d0aaf76f,ResNet18|CIFAR10|100|?|AdamW|?||1e-5|1|1|none||na|na|100,reported cell context,/panels/schedule_controls/cells_by_family/cosine_SW/3,"{""scope"":""Fixed, meta, and cosine are separate recipes. Keep SW warmup10000 and fxcos warmup2500 in separate series; both use COS_TOTAL50000. i3a is COS_TOTAL1e8, warmup0.""}","{""SW"":2}",,CELL-cea4b410e92c4aa8,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,100,80,100,20,100,True,2,83.884,0.14424978336206115,0.10200000000000385,83.782,83.986,2,2,2,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-5|1|1|none||na|na|100"",""cosine-1e-5""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-4ee0cfd44cf6aa8d"",""OCC-74fe7413d0aaf76f""]","[""/panels/alpha0_robustness/cells/15"",""/panels/schedule_controls/cells_by_family/cosine_SW/3""]","[""MEAS-311f0200726a33ae"",""MEAS-3c3b4eba24cc0ca4""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
schedule_controls,OCC-b4eab90d64da50b5,ResNet18|CIFAR10|100|?|AdamW|?||3e-3|1|1|none||na|na|100,reported cell context,/panels/schedule_controls/cells_by_family/cosine_SW/4,"{""scope"":""Fixed, meta, and cosine are separate recipes. Keep SW warmup10000 and fxcos warmup2500 in separate series; both use COS_TOTAL50000. i3a is COS_TOTAL1e8, warmup0.""}","{""SW"":2}",,CELL-4072336e1f397952,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,100,80,100,20,100,True,2,94.3555,,,94.263,94.448,2,2,2,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||3e-3|1|1|none||na|na|100""]","[""schedule_controls""]","[""OCC-b4eab90d64da50b5""]","[""/panels/schedule_controls/cells_by_family/cosine_SW/4""]","[""MEAS-184604d6276c8130"",""MEAS-24eb749ff09ef09e""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
schedule_controls,OCC-01db291be0f3a136,ResNet18|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100,reported cell context,/panels/schedule_controls/cells_by_family/cosine_SW/5,"{""scope"":""Fixed, meta, and cosine are separate recipes. Keep SW warmup10000 and fxcos warmup2500 in separate series; both use COS_TOTAL50000. i3a is COS_TOTAL1e8, warmup0.""}","{""SW"":2}",,CELL-ae09ba0b44a72b20,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,100,80,100,20,100,True,2,93.98599999999999,,,93.925,94.047,2,2,2,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100""]","[""schedule_controls""]","[""OCC-01db291be0f3a136""]","[""/panels/schedule_controls/cells_by_family/cosine_SW/5""]","[""MEAS-d1ab659d1e0f6215"",""MEAS-ee9228aa18a9c953""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
