panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
full_granularity_ladder,OCC-ddfb7a5f57ea6568,layerwise|1e-3,reported cell context,/panels/full_granularity_ladder/cells/0,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""a0L"":2,""a0h"":2,""cfr1"":3,""ms"":3,""mx"":5,""rs"":2,""tl1"":3}",,CELL-ca6a43089823a954,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,20,91.2116,0.1717030484356795,0.038393968824611824,90.82000000000001,91.432,20,5,20,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|1e-3""]","[""full_granularity_ladder""]","[""OCC-ddfb7a5f57ea6568""]","[""/panels/full_granularity_ladder/cells/0""]","[""MEAS-166f6ecafe6be242"",""MEAS-183f68d8a439c086"",""MEAS-250280bcd2765ec0"",""MEAS-31e1c801ebf652e2"",""MEAS-3c53367a2ec91e32"",""MEAS-493990bee9c2fcbb"",""MEAS-5bbdd63373a2d7ca"",""MEAS-61b8a2e782eb971f"",""MEAS-7273907670ed0a5e"",""MEAS-82fb45afa5d989e9"",""MEAS-935b3486a62909b8"",""MEAS-99bae6c83aa9c6f4"",""MEAS-9b949d52a8f14ec6"",""MEAS-9ed55480ff3f6649"",""MEAS-a1ca8d764456cacc"",""MEAS-b5e34bb5511706d0"",""MEAS-beb3a597a7e329b5"",""MEAS-d8cde2d442f38e61"",""MEAS-dc2f02e01823c6a5"",""MEAS-f4fa10acd33d0b23""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-0cf344c9a24f8440,layerwise|1e-4,reported cell context,/panels/full_granularity_ladder/cells/1,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""hz9"":3,""ms"":3,""rs"":2,""tw0"":3}",,CELL-ae169def1ee99c55,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,11,92.88654545454546,0.17298344639668062,0.05215647151275867,92.618,93.148,11,5,11,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|1e-4""]","[""full_granularity_ladder""]","[""OCC-0cf344c9a24f8440"",""OCC-51ad16e251b8cc9e""]","[""/panels/full_granularity_ladder/cells/1"",""/panels/full_granularity_ladder/observed_peaks/2""]","[""MEAS-1645564ef7ca175c"",""MEAS-20305b4af01ee0b8"",""MEAS-780d795c83433353"",""MEAS-89df80e6ad664625"",""MEAS-9b1992a29e8529d1"",""MEAS-a368e4df158e0ce1"",""MEAS-ae63c9de5bc7c3e2"",""MEAS-b5605b0b7cb4988e"",""MEAS-c1cc1989303d603a"",""MEAS-c5ab22ed86801c79"",""MEAS-f7be0bf5ae71746c""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-7ba7a1b4ebaeff3c,layerwise|1e-5,reported cell context,/panels/full_granularity_ladder/cells/2,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""rs"":5}",,CELL-3acc821f6ed9f5ba,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-5,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,5,91.0568,0.05472842040476184,0.024475293665246804,90.966,91.098,5,5,5,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|1e-5""]","[""full_granularity_ladder""]","[""OCC-7ba7a1b4ebaeff3c""]","[""/panels/full_granularity_ladder/cells/2""]","[""MEAS-438700f45b08f0c5"",""MEAS-5bdb4bd3040490b1"",""MEAS-8664f51572c1208f"",""MEAS-8890ac68d8935699"",""MEAS-9932a55289d42d36""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-e5f241b44c0c806c,layerwise|1e-8,reported cell context,/panels/full_granularity_ladder/cells/3,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""rs"":3}",,CELL-b70da050c0d24a1d,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-8,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,90.316,0.1571623364550184,0.09073771725877541,90.146,90.456,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|1e-8""]","[""full_granularity_ladder""]","[""OCC-e5f241b44c0c806c""]","[""/panels/full_granularity_ladder/cells/3""]","[""MEAS-3a0866499028f163"",""MEAS-3dd1d9d15582c997"",""MEAS-e6ae4a43da3c6282""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-1654a0c04884dd93,layerwise|3e-4,reported cell context,/panels/full_granularity_ladder/cells/4,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""cfr2"":3,""rs"":5}",,CELL-6107366fb5af6856,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,8,91.97825,0.15960106515935402,0.05642749772938762,91.74,92.152,8,5,8,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|3e-4""]","[""full_granularity_ladder""]","[""OCC-1654a0c04884dd93""]","[""/panels/full_granularity_ladder/cells/4""]","[""MEAS-18762219e171ec94"",""MEAS-1a34ba881732c014"",""MEAS-45f48d5bc1120981"",""MEAS-4fd5db317dad7b05"",""MEAS-5276f7a8d30c6ce2"",""MEAS-7e606b6ac681cf42"",""MEAS-804b3a8536ee0725"",""MEAS-ba62fbd823c4598e""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-8e2c855815073a43,layerwise|3e-5,reported cell context,/panels/full_granularity_ladder/cells/5,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""rs"":5}",,CELL-7227f733b1c0423a,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-5,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,5,91.86959999999999,0.2509517881984491,0.11222905149737233,91.478,92.13199999999999,5,5,5,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""layerwise|3e-5""]","[""full_granularity_ladder""]","[""OCC-8e2c855815073a43""]","[""/panels/full_granularity_ladder/cells/5""]","[""MEAS-50cdfcd8c6c019f9"",""MEAS-a6185a9dd4663960"",""MEAS-ba990c424de2097e"",""MEAS-d02cf0a82262bc4e"",""MEAS-d6c6694263f9411b""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-a58171fa0c2bca40,nodewise|1e-3,reported cell context,/panels/full_granularity_ladder/cells/6,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""hz9"":2,""rs"":1}",,CELL-10b5a3ce4f2697c8,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,92.254,0.27293955374770623,0.15758172482873453,92.03,92.55799999999999,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""nodewise|1e-3""]","[""full_granularity_ladder""]","[""OCC-a58171fa0c2bca40""]","[""/panels/full_granularity_ladder/cells/6""]","[""MEAS-6d4a0fad24378a32"",""MEAS-9614a820852028a7"",""MEAS-ce533dc4a697d0c1""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-37359c535192489a,nodewise|1e-4,reported cell context,/panels/full_granularity_ladder/cells/7,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""bn1"":3,""cc1"":3,""gn1"":4,""ml2"":3,""mm1"":3,""pp1"":3,""rp1"":6,""rs"":1,""tw0"":3}","[""ml2-rms-node-s0"",""ml2-rms-node-s1"",""ml2-rms-node-s2""]",CELL-a83ac712141a78f5,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,29,92.03131034482759,0.187544490616471,0.03482613760826851,91.642,92.348,29,12,29,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""nodewise|1e-4""]","[""full_granularity_ladder""]","[""OCC-37359c535192489a""]","[""/panels/full_granularity_ladder/cells/7""]","[""MEAS-108426dd9257cfa0"",""MEAS-131259316e2eac8b"",""MEAS-1930cdde29bb9e23"",""MEAS-1bf9195462f60da5"",""MEAS-1d6e828ae9ba474a"",""MEAS-25760b2e58379053"",""MEAS-2dceb7d12d6beda2"",""MEAS-3cb76a49b6426d01"",""MEAS-4146e0232dd650db"",""MEAS-4a906fd00e97c3e6"",""MEAS-53eb3a33aa090529"",""MEAS-5645d52fcee60842"",""MEAS-67412626c50f8608"",""MEAS-76565d6275cdc220"",""MEAS-785e9e4f036a8ce4"",""MEAS-797aaf8a124ee026"",""MEAS-8176f8b029331d9b"",""MEAS-863174841d3a8349"",""MEAS-bf4930c583534562"",""MEAS-c5d77fae0f8b4254"",""MEAS-c6632299bad1279c"",""MEAS-cb1502085514b47b"",""MEAS-cb69104adb57f833"",""MEAS-d30b54dc8e69b1ec"",""MEAS-db2407ee88bdfd7e"",""MEAS-db722f962c97fd3c"",""MEAS-de3f6a2b946bba99"",""MEAS-e2719671d2c4e58d"",""MEAS-f7838f472fbafb19""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-f45976c3bf5fe4e2,nodewise|3e-3,reported cell context,/panels/full_granularity_ladder/cells/8,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""rs"":1}",,CELL-499e6f162ebb59ef,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,3e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,1,91.328,,,91.328,91.328,1,1,1,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""nodewise|3e-3""]","[""full_granularity_ladder""]","[""OCC-f45976c3bf5fe4e2""]","[""/panels/full_granularity_ladder/cells/8""]","[""MEAS-0427b66874dc9426""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
full_granularity_ladder,OCC-af6301fd73cf6fd0,nodewise|3e-4,reported cell context,/panels/full_granularity_ladder/cells/9,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""ar1"":3,""at1"":3,""hz9"":4,""rs"":1}",,CELL-8c21eb0a607508b6,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,nodewise,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,11,92.45327272727273,0.23802902802351003,0.07176845228790668,92.132,92.80199999999999,11,5,11,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""nodewise|3e-4""]","[""full_granularity_ladder""]","[""OCC-a33900feac201c98"",""OCC-af6301fd73cf6fd0""]","[""/panels/full_granularity_ladder/cells/9"",""/panels/full_granularity_ladder/observed_peaks/3""]","[""MEAS-554bc7a5163539e6"",""MEAS-555ebb6bd5e44bd6"",""MEAS-6ab4e69c03f02937"",""MEAS-75a5d215d22d0824"",""MEAS-9702fa7abcc72d1c"",""MEAS-9d57cbf0e13f837c"",""MEAS-d28564cd762ad5a3"",""MEAS-e05c8aeb5fdf2c3d"",""MEAS-ed3131bfaa8410af"",""MEAS-f3355cefd1a58c05"",""MEAS-f630ddd2c113bc2f""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
