batch,arm,label,seed,run,epoch,test_accuracy_percent,train_accuracy_percent,source_ids,scope,units
cpk2,k50,k50,3,cpk2-k50-s3,0,0.88,1.04,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,1,0.9,1.06,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,2,0.91,1.02,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,3,0.91,1.03,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,4,0.95,1.07,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,5,1.03,1.12,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,6,1.04,1.02,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,7,1.03,1.09,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,8,1.7,1.24,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,9,2.64,2,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,10,4.04,2.96,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,11,5.46,4.54,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,12,7.19,6.11,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,13,9.01,7.52,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,14,11.09,9.51,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,15,12.64,11.81,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,16,14.63,13.6,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,17,16.05,14.95,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,18,16.61,16.83,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,19,18.57,18.37,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,20,20.38,19.81,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
cpk2,k50,k50,3,cpk2-k50-s3,21,21.5,20.77,S0601,"`cS1`, **ZERO GPU**, nothing submitted or ingested | Six 772-epoch runs retained. These are the measured learning curves, not fitted asymptotes.",test/train accuracy percent; raw zero-based epoch
