k,documented_narrative_rate,current_numeric_status,source_ids,scope,units
1,0.3834,Historical rounded narrative value,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
32,0.1283,Historical rounded narrative value,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
40,0.1062,Historical rounded narrative value,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
41,0.0728,Historical rounded narrative value,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
50,0.0508,Historical rounded narrative value,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
53,0.0414,Historical rounded narrative value,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
54,0.0414,Historical rounded narrative value,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
55,0.0414,Narrative rounding conflict: raw/table rate is 0.04408817635270541,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
56,0.0414,Historical rounded narrative value,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
57,0.0414,Historical rounded narrative value,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
61,0.3454,Historical rounded narrative value,S0581 | S0582 | S0583 | S0584,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.",fraction
