analysis_set,arm,family,tag,n_records,exception_arm,analysis_entry_id,source_ids,n_null_draws,u_peak,E_peak_pp,permutation_null_mc_se_at_peak_pp,lower_edge_censored,scope,units
trajectory,probes_fz3/probe_r10_w_s0,r10,r10  frozen,2000,false,K01,S0622,3,0.001953125,0.442677162269839,0.011416852959064,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_fz3/probe_r10_w_s1,r10,r10  frozen,2000,false,K02,S0622,3,0.001953125,0.461701749673588,0.0120523633156304,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_fz3/probe_r34_w_s0,r34,r34  frozen,2000,false,K03,S0622,3,0.001953125,0.0777092887500108,0.00719590349286793,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_fz3/probe_r34_w_s1,r34,r34  frozen,2000,false,K04,S0622,3,0.0009765625,0.12322899662075,0.0161585876279101,true,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_fz3/probe_c100_w_s0,c100,c100 frozen,2000,false,K05,S0622,3,0.0009765625,0.232784810444714,0.00824666614684428,true,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_fz3/probe_c100_w_s1,c100,c100 frozen,2000,false,K06,S0622,3,0.001953125,0.267242968929848,0.00683710715550866,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_p5/probe_w_a3_s0,r18,r18  frozen,2000,false,K07,S0622,3,0.0009765625,0.151901558212664,0.00999224599820941,true,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_p5/probe_w_a3_s1,r18,r18  frozen,2000,false,K08,S0622,3,0.001953125,0.192229493408114,0.0254694256240587,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_ff5/probe_r10_w_s0,r10,r10  free,2000,false,K09,S0622,3,0.001953125,1.67803652183218,0.017144382940572,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_ff5/probe_r10_w_s1,r10,r10  free,2000,false,K10,S0622,3,0.001953125,0.795220979504369,0.0133297253477359,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_ff5/probe_r34_w_s0,r34,r34  free,2000,false,K11,S0622,3,0.001953125,0.162492304749012,0.0310031604566277,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_ff5/probe_r34_w_s1,r34,r34  free,2000,false,K12,S0622,3,0.0009765625,0.14409665256937,0.0167913906777633,true,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_ff5/probe_c100_w_s0,c100,c100 free,2000,false,K13,S0622,3,0.001953125,0.751183504533312,0.00423368183217959,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_ff5/probe_c100_w_s1,c100,c100 free,2000,false,K14,S0622,3,0.001953125,0.831962938500591,0.0239260079994232,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
trajectory,probes_cl5/probe_w_cU_s0,r18,r18  free,2000,false,K15,S0622,3,0.001953125,0.241200946906814,0.0150969704369429,false,"Convolution tensors only; p_i = negative_count_i / n_records. E is neither rho nor test accuracy. res_pp is the Monte Carlo SE of three permutation-null draws, not training-seed uncertainty. The existence of an interior maximum is mechanical; location is the finding. Four clean lower-edge peaks are bounds. The 33 analysis entries contain 32 unique runs. A freely adapting coarse-granularity field remains unmeasured. | 33 analysis entries represent 32 unique runs. The same historical run can appear in two analysis sets; do not treat it as a new seed.",percentage points of explained variance; u in output-channel row units
