k,mode,capture_fraction_from_cpk1,pooled_rate,pooled_disagree,pooled_determinate,pooled_indeterminate,seed_rate_n,seed_rate_mean,seed_rate_sd,seed_rate_se,seed_rate_min,seed_rate_max,source_ids,scope,units
1,primary,,0.383433533734135,574,1497,0,3,0.383433533734135,0.0230533519395289,0.0133098589480102,0.360721442885772,0.406813627254509,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
1,numel_control,,0.398259705488621,595,1494,3,3,0.398251395466936,0.0190049201884386,0.0109724957867224,0.377510040160643,0.414829659318637,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
2,primary,,0.380761523046092,570,1497,0,3,0.380761523046092,0.022315688828978,0.0128839689525624,0.356713426853707,0.400801603206413,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
2,numel_control,,0.398259705488621,595,1494,3,3,0.398250048698238,0.0177539165679398,0.0102502285096702,0.379518072289157,0.414829659318637,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
3,primary,,0.380761523046092,570,1497,0,3,0.380761523046092,0.022315688828978,0.0128839689525624,0.356713426853707,0.400801603206413,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
3,numel_control,,0.398259705488621,595,1494,3,3,0.398250048698238,0.0177539165679398,0.0102502285096702,0.379518072289157,0.414829659318637,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
4,primary,,0.368069472277889,551,1497,0,3,0.368069472277889,0.0186203872608769,0.0107504855974823,0.346693386773547,0.380761523046092,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
4,numel_control,,0.401474530831099,599,1492,5,3,0.401517060212461,0.0295012761079479,0.0170325697023612,0.382293762575453,0.435483870967742,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
5,primary,,0.355614973262032,532,1496,1,3,0.355597406325368,0.0267351934472132,0.0154355711335853,0.329317269076305,0.382765531062124,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
5,numel_control,,0.402144772117962,600,1492,5,3,0.402189103223214,0.0306620562050104,0.0177027464038702,0.382293762575453,0.4375,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
6,primary,,0.356045424181697,533,1497,0,3,0.356045424181697,0.0260777839625159,0.0150560155906274,0.330661322645291,0.382765531062124,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
6,numel_control,,0.402144772117962,600,1492,5,3,0.402189103223214,0.0306620562050104,0.0177027464038702,0.382293762575453,0.4375,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
7,primary,,0.361018084393838,539,1493,4,3,0.361005041605679,0.0131266753149426,0.00757868952664692,0.346076458752515,0.370741482965932,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
7,numel_control,,0.396782841823056,592,1492,5,3,0.396808702539542,0.0160523637709817,0.00926783654430611,0.386773547094188,0.415322580645161,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
8,primary,,0.360535117056856,539,1495,2,3,0.360515800212094,0.0125449172325616,0.007242811341181,0.346076458752515,0.3687374749499,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
8,numel_control,,0.396782841823056,592,1492,5,3,0.396808702539542,0.0160523637709817,0.00926783654430611,0.386773547094188,0.415322580645161,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
9,primary,,0.360535117056856,539,1495,2,3,0.360515800212094,0.0125449172325616,0.007242811341181,0.346076458752515,0.3687374749499,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
9,numel_control,,0.396782841823056,592,1492,5,3,0.396808702539542,0.0160523637709817,0.00926783654430611,0.386773547094188,0.415322580645161,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
10,primary,,0.353609625668449,529,1496,1,3,0.353600105163473,0.0137216903484953,0.00792222161644045,0.339357429718876,0.366733466933868,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
10,numel_control,,0.393959731543624,587,1490,7,3,0.393999182307345,0.0193721600989288,0.0111845218479011,0.375502008032129,0.414141414141414,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
11,primary,,0.342685370741483,513,1497,0,3,0.342685370741483,0.0173552185127142,0.0100200400801603,0.322645290581162,0.352705410821643,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
11,numel_control,,0.394101876675603,588,1492,5,3,0.394138027791807,0.0183416512959732,0.0105895573131124,0.376753507014028,0.413306451612903,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
12,primary,,0.34314381270903,513,1495,2,3,0.343160216014358,0.0213322100732804,0.0123161572282181,0.318637274549098,0.357429718875502,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
12,numel_control,,0.394101876675603,588,1492,5,3,0.394138027791807,0.0183416512959732,0.0105895573131124,0.376753507014028,0.413306451612903,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
13,primary,,0.334893048128342,501,1496,1,3,0.334897371718001,0.0063571417107174,0.00367029747795929,0.328657314629259,0.34136546184739,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
13,numel_control,,0.390488948425988,583,1493,4,3,0.390485867778481,0.0132292432054966,0.00763790712586847,0.37625754527163,0.402414486921529,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
14,primary,,0.334893048128342,501,1496,1,3,0.334897371718001,0.0063571417107174,0.00367029747795929,0.328657314629259,0.34136546184739,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
14,numel_control,,0.390488948425988,583,1493,4,3,0.390485867778481,0.0132292432054966,0.00763790712586847,0.37625754527163,0.402414486921529,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
15,primary,,0.334893048128342,501,1496,1,3,0.334897371718001,0.0063571417107174,0.00367029747795929,0.328657314629259,0.34136546184739,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
15,numel_control,,0.390488948425988,583,1493,4,3,0.390485867778481,0.0132292432054966,0.00763790712586847,0.37625754527163,0.402414486921529,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
16,primary,,0.334893048128342,501,1496,1,3,0.334890664863864,0.0124141691681512,0.00716732391099768,0.324649298597194,0.348697394789579,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
16,numel_control,,0.368879946344735,550,1491,6,3,0.368912556295386,0.0146035193841814,0.00843134584757303,0.352705410821643,0.381048387096774,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
17,primary,0.0687096545364262,0.332887700534759,498,1496,1,3,0.332881291364523,0.0108694804083961,0.00627549743973883,0.323293172690763,0.344689378757515,S0578 | S0579 | S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.",fraction of determinate windows; counts are windows
